#药材名称	异名
金丝杜仲	黄皮杜仲
金丝杜仲	大叶金丝杜仲
金丝藤仲	银丝杜仲
金丝藤仲	银光杜仲
金刚藤头	粘鱼须
金刚藤头	龙须菜
金刚藤头	金岗藤
金刚藤头	铁菱角
金刚藤头	饭巴坨
金刚藤头	冷饭巴
金线草根	海根
金线草根	铁棱角三七
金线草根	铁箍散
金线草根	毛药
金线草根	水线花根
金线草根	要子七
金线草根	土三七
金线草根	铁拳头
金挖耳根	野烟头
金钟茵陈	黄花茵陈
金钟茵陈	吊钟草
金钟茵陈	灵茵陈
金钟茵陈	五毒草
金钟茵陈	徐毒草
金钟茵陈	刘寄奴
金钟茵陈	铃茵陈
金钟茵陈	土茵陈
金钟茵陈	角茵陈
金钟茵陈	山茵陈
金钟茵陈	金花屏
金钟茵陈	黑茵陈
金钟茵陈	铁杆茵陈
金钟茵陈	山芝麻
金钟茵陈	北刘寄奴
金钟茵陈	草茵陈
金钟茵陈	野油麻
金钟茵陈	山芝麻秧
金钟茵陈	山油麻
金钟茵陈	黄头翁
金钟茵陈	蜈蚣草
金盏银盘	铁凭帚
金盏银盘	千条针
金盏银盘	金盘银盏
金钱松叶	金钱松枝叶
金钱橘饼	金橘饼
金银花子	银花子
金银花露	金银露
金银花露	忍冬花露
金银花露	银花露
金银忍冬	木金银
金银忍冬	树金银
金银忍冬	木银花
金银忍冬	金银藤
金银忍冬	千层皮
金银忍冬	鸡骨头
金边龙舌兰	金边莲
金边龙舌兰	金边假菠萝
金边龙舌兰	龙舌兰
金边龙舌兰	黄边龙舌兰
金丝矮陀陀	腋花三角咪
金丝矮陀陀	粉蕊黄杨
金丝矮陀陀	黄岑矮陀陀
金丝矮陀陀	千年矮
金丝矮陀陀	三角咪
金钱白花蛇	金钱蛇
金钱白花蛇	小白花蛇
金鸡尾巴草根	光叶金星蕨
乳香	乳头香
乳香	塌香
乳香	马思答吉
乳香	天泽香
乳香	摩勒香
乳香	杜噜香
乳香	多伽罗香
乳香	浴香
乳腐	乳饼
乳白香青	大矛香艾
乳白香青	大白矛香
肺形草	蝴蝶草
肺形草	金丝蝴蝶
肺形草	玉瑚蝶
肺形草	花蝴蝶
肺形草	石板青
肺形草	山蝴蝶
肺形草	金交杯
肺形草	铜交杯
肺形草	胡地莲
肺形草	乌云盖月
肺形草	天青地红
肺形草	甜痧药
肺形草	缠竹青
肿节风	观音茶
肿节风	九节风
肿节风	驳节茶
肿节风	鸭脚节
肿节风	山牛膝
肿节风	珍珠兰
肿节风	九节草
肿节风	接骨丹
肿节风	接骨草
肿节风	接骨金粟兰
肿节风	铜脚灵仙
肿节风	九节兰
肿节风	节骨茶
肿节风	接骨莲
肿节风	竹节茶
肥皂荚	肥皂
肥皂荚	肉皂荚
肥皂荚	肉皂角
肥皂荚	肥猪子
肥皂核	肥皂子
肥猪苗	黄菊莲
肥猪苗	猫耳朵
肥猪苗	野麻叶
肥猪苗	犁头草
周毛悬钩子	全毛悬钩子
周毛悬钩子	红毛猫耳扭
鱼狗	鹉
鱼狗	天狗
鱼狗	水狗
鱼狗	鱼虎
鱼狗	鱼师
鱼狗	翠鸟
鱼狗	翠碧
鱼狗	翠碧鸟
鱼狗	鱼翠
鱼狗	钩鱼郎
鱼狗	金鸟仔
鱼狗	翠雀儿
鱼油	鱼脂
鱼蓼	蓼草
鱼蓼	大马蓼
鱼蓼	水辣蓼
鱼藤	毒鱼藤
鱼藤	篓藤
鱼鳔	鱁鮧
鱼鳔	遜鲲
鱼鳔	鱼白
鱼鳔	鳔
鱼鳔	鱼胶
鱼鳔	白鳔
鱼鳔	鱼脖
鱼鳔	缆胶
鱼鳔	鱼肚
鱼虱子	鱼鳖
鱼虱子	鱼寄生
鱼虱子	鱼怪
鱼香草	留兰香
鱼香草	土薄荷
鱼香草	血香茶
鱼胆草	金盆
鱼胆草	青鱼胆草
鱼胆草	水灵芝
鱼胆草	水黄连
鱼脑石	石首鱼头石
鱼脑石	石首鱼脑中枕
鱼脑石	石首鱼鲵
鱼脑石	石首骨
鱼脑石	黄鱼脑石
鱼脑石	鱼首石
鱼眼草	三仙菜
鱼眼草	星宿草
鱼眼草	地胡椒
鱼眼草	鼓丁草
鱼腥草	岑草
鱼腥草	戟
鱼腥草	范菜
鱼腥草	紫背鱼腥草
鱼腥草	紫戟
鱼腥草	范子
鱼腥草	侧耳根
鱼腥草	九节莲
鱼腥草	折耳根
鱼腥草	肺形草
鱼腥草	臭腥草
鱼鳖金星	瓜子金
鱼鳖金星	岩瓜子草
鱼鳖金星	瓜子莲
鱼鳖金星	石瓜子
鱼鳖金星	石瓜米
鱼鳖金星	金星草
鱼鳖金星	镜面草
鱼鳖金星	金丝鱼鳖
鱼鳖金星	鱼鳖草
鱼鳖金星	瓜子菜
鱼鳖金星	瓜子草
鱼鳖金星	瓜米石豇豆
兔儿伞	七里麻
兔儿伞	一把伞
兔儿伞	伞把草
兔儿伞	南天扇
兔儿伞	雨伞菜
兔儿伞	兔打伞
兔儿伞	雪里伞
兔儿伞	贴骨伞
兔儿伞	伞草
兔儿伞	破阳伞
兔儿伞	铁凉伞
兔儿伞	雨伞草
兔毛蒿	兔子毛
兔毛蒿	疗毒草
兔毛蒿	惊草
兔打伞	望江南
兔打伞	猴巴掌
狐狸尾	龙狗尾
狐狸尾	兔尾草
狐狸尾	尾萼豆
狐狸尾	大叶狐狸尾
狗宝	狗结石
狗脑	狗脑髓
狗脊	百枝
狗脊	狗青
狗脊	强膂
狗脊	扶盖
狗脊	扶筋
狗脊	苟脊
狗脊	金毛狗脊
狗脊	金狗脊
狗脊	毛狗儿
狗脊	金丝毛
狗脊	金毛狮子
狗脊	黄狗头
狗脊	金扶筋
狗脊	老猴毛
狗蹄	狗四足
狗鞭	牡狗阴茎
狗鞭	狗精
狗鞭	犬阴
狗鞭	黄狗肾
狗鞭	狗肾
狗牙花	白狗牙
狗牙花	狗癫木
狗牙花	狮子花
狗牙花	风沙门
狗牙花	海浪花树
狗牙根	铁线草
狗牙根	绊根草
狗牙根	堑头草
狗牙根	马挽手
狗牙根	行仪芝
狗牙根	牛马根
狗牙根	马根子草
狗牙根	铺地草
狗牙根	铜丝金
狗牙根	铁丝草
狗甘草	胡苍耳
狗甘草	奶椎
狗甘草	马狼秆
狗甘草	马狼柴
狗舌草	狗舌头草
狗舌草	白火丹草
狗舌草	铜交杯
狗舌草	糯米青
狗舌草	铜盘一支香
狗舌草	九叶草
狗舌草	泽小车
狗肝菜	金龙棒
狗肝菜	路边青
狗肝菜	麦穗红
狗肝菜	青蛇仔
狗肝菜	羊肝菜
狗肝菜	土羚羊
狗肝菜	野青仔
狗肝菜	六角英
狗肝菜	狮子草
狗肝菜	九头狮子草
狗肝菜	小青
狗肝菜	天青菜
狗肝菜	大青
狗尾草	莠
狗尾草	梅
狗尾草	莠草子
狗尾草	莠草
狗尾草	光明草
狗尾草	阿罗汉草
狗尾草	狗尾半支
狗尾草	大尾草
狗尾草	大尾曲
狗尾草	毛娃娃
狗尾草	毛嘟嘟
狗尾草	毛毛草
狗蚁草	山土豆
狗蚁草	山地豆
狗蚁草	土豆舅
狗蚁草	大叶青
狗蚁草	假花生
狗屎花	一把抓
狗屎花	蓝狗屎花
狗屎花	蓝布裙
狗屎花	牛舌头花
狗屎花	狗舌花
狗屎花	绿花心
狗屎花	绿花叶
狗屎花	蓝花参
狗屎花	狗屎蓝花
狗屎花	狗屎罗卜
狗屎花	小绿连草
狗筋蔓	小九牯牛
狗筋蔓	抽筋草
狗筋蔓	大种鹅儿肠
狗筋蔓	水筋骨
狗筋蔓	九股牛七
狗筋蔓	白牛膝
狗筋蔓	土牛膝
狗筋蔓	伸筋草
狗筋蔓	九股牛
狗筋蔓	接筋草
狗筋蔓	鸡肠子草
狗爪樟皮	臭樟
狗爪樟皮	白香樟
狗爪樟皮	铁香樟
狗头芙蓉	山芙蓉
狗头芙蓉	山芙蓉头
狗屎花根	蓝狗屎花根
狗屎花根	鸡爪参
狗屎花根	接骨草根
狗脊贯众	狗脊
狗脊贯众	虾公草
狗脊贯众	毛狗头
狗脊贯众	贯众
狗脊贯众	黄狗蕨
狗脊贯众	大叶贯众
饱饭花果	乌饭子
饱饭花果	米饭花
饱饭花果	小叶珍珠花
饴糖	饬
饴糖	胶饴
饴糖	始糖
饴糖	软糖
饴糖	场糖
饴糖	糖悌
饴糖	糖稀
变蛋	皮蛋
变豆菜	山芹菜
变豆菜	山芹
变豆菜	五指疳
变豆菜	鸭脚板
变豆菜	蓝布正
变叶美登木	变叶裸实
变叶美登木	咬眼刺
变叶美登木	刺仔木
夜合花	合欢花
夜合花	夜香木兰
夜交藤	棋藤
夜交藤	首乌藤
夜关门	铁扫帚
夜关门	封草
夜关门	野鸡草
夜关门	菌串子
夜关门	半天雷
夜关门	闭门草
夜关门	公母草
夜关门	铁马鞭
夜关门	凤交尾
夜关门	化食草
夜关门	三叶公母草
夜关门	阴阳草
夜关门	关门草
夜关门	马尾草
夜关门	夜闭草
夜关门	火鱼草
夜关门	石青蓬
夜关门	穿鱼串
夜关门	串鱼草
夜关门	铁杆蒿
夜关门	蛇药草
夜关门	截叶铁扫帚
夜关门	绢毛胡枝子
夜明砂	天鼠屎
夜明砂	鼠法
夜明砂	石肝
夜明砂	黑砂星
夜明砂	檐老鼠屎
夜香花	夜兰香
夜香花	千里香
疝气草	双肾草
疝气草	对对参
疝气草	丽江二叶兰
疝气草	四块瓦
疝气草	一面锣
兖州卷柏	金不换
兖州卷柏	金扁柏
兖州卷柏	金扁桃
兖州卷柏	石养草
兖州卷柏	田鸡爪
兖州卷柏	花肺金
兖州卷柏	茯苓蕨
兖州卷柏	飞扬蕨
兖州卷柏	烂皮蛇
兖州卷柏	扇卷柏
兖州卷柏	石卷柏
兖州卷柏	金花草
兖州卷柏	千年柏
兖州卷柏	孔雀毛
兖州卷柏	地柏枝
兖州卷柏	红凤尾草
兖州卷柏	鸡胶裂
兖州卷柏	凤凰尾
兖州卷柏	不黄草
兖州卷柏	墙边柏
兖州卷柏	饼花草
兖州卷柏	花眉胶
兖州卷柏	柏叶草
兖州卷柏	细叶金鸡尾
兖州卷柏	地侧柏
兖州卷柏	虎牙骨
兖州卷柏	虎毛草
兖州卷柏	肺经草
兖州卷柏	松柏草
盲肠草	鬼针草
盲肠草	黄花雾
盲肠草	感冒草
盲肠草	豆渣草
盲肠草	鬼见愁
盲肠草	细毛鬼针草
盲肠草	三叶婆婆针
盲肠草	路边针
盲肠草	三叉枪
盲肠草	一把针
盲肠草	引线包
盲肠草	粘身草
盲肠草	鬼菊
闹羊花	玉枝
闹羊花	羊不吃草
闹羊花	羊踯躅花
闹羊花	踯躅花
闹羊花	惊羊花
闹羊花	老虎花
闹羊花	石棠花
闹羊花	黄喇叭花
闹羊花	豹狗花
闹羊花	黄蛇豹花
闹羊花	三钱三
闹羊花	一杯倒
闹羊花	一杯醉
闹羊花	黄杜鹃花
闹羊花	闷头花
闹羊花	雷公花
卷柏	豹足
卷柏	求股
卷柏	交时
卷柏	石莲花
卷柏	回阳草
卷柏	不死草
卷柏	长生不死草
卷柏	见水还阳草
卷柏	佛手草
卷柏	万年青
卷柏	山拳柏
卷柏	打不死
卷柏	铁拳头
卷柏	岩松
卷柏	一把抓
卷柏	拳头草
卷柏	大还魂草
卷柏	回生草
卷柏	含生草
单花芥	无茎芥
单花芥	高山辣根菜
单花芥	高山无茎芥
单条草	星宿菜
单条草	灵疾草
单条草	金鸡胆
单条草	节节黄
单条草	泽星宿菜
单根木	独根木
单根木	山辣椒树
单根木	艾角青
单根木	震天雷
单根木	鸡爪花
单头紫菀	喉风草
单头紫菀	百条根
单头紫菀	牛舌草
单头紫菀	打风草
单头紫菀	野白菊
单头紫菀	一枝香
炉甘石	甘石
炉甘石	卢甘石
炉甘石	芦甘石
炉甘石	羊肝石
炉甘石	浮水甘石
炉甘石	炉眼石
炉甘石	干石
法罗海	发罗海
法罗海	法罗梅
法罗海	土川芎
法罗海	法落海
法罗海	法落梅
法罗海	骚独活
法罗海	红独活
法罗海	白独活
法罗海	小独活
法罗海	红法罗海
法罗海	臭法罗海
河豚	赤鲑
河豚	铈鱼
河豚	鲑鱼
河豚	鹕夷鱼
河豚	嗔鱼
河豚	（鱼规）鱼
河豚	（鱼为）鱼
河豚	吹肚鱼
河豚	河鲀鱼
河豚	气包鱼
河豚	胡夷鱼
油鱼	泉水鱼
油头草	山羊梅
油头草	大鱼眼草
油头草	无喙齿冠草
油茶子	茶子心
油茶子	茶籽
油茶子	楂木
油茶花	茶子木花
油柑叶	丝叶
油桐子	罂子桐
油桐子	虎子桐
油桐子	荏桐
油桐子	桐子
油桐子	桐油树子
油桐子	高桐子
油桐子	油桐果
油桐叶	桐子树叶
油桐根	桐子树根
油桐根	高桐子根
油桐根	桐油树根
泡泡草	尖叶棘豆
泡泡草	山泡泡
泡泡草	羚羊蛋
泡桐叶	桐叶
泡桐叶	白桐叶
泡桐树皮	桐皮
泡桐树皮	白桐皮
泡桐树皮	水桐树皮
泡桐树皮	桐木皮
泥蛇	金边泥蛇
泥鳅	泥鳝
泥鳅	委蛇
泥鳅	鳅鱼
泥鳅	鳝鱼
泥鳅	粉鳅
泥鳅	和鳅
泥胡菜	苦马菜
泥胡菜	牛插鼻
泥胡菜	石灰菜
泥胡菜	糯米菜
泥胡菜	剪刀草
泥胡菜	绒球
泥胡菜	苦郎头
泥胡菜	苦蓝头菜
泥胡菜	石灰青
泥胡菜	猪兜菜
泥胡菜	艾草
波罗蜜	曩加结
波罗蜜	优珠昙
波罗蜜	天婆罗
波罗蜜	牛肚子果
波罗蜜	树波萝
波罗蜜	婆罗蜜
波罗蜜	天罗
波罗蜜	将军木
波叶紫金牛	小凉伞
波叶紫金牛	千年不出山
波叶紫金牛	矮脚凉伞
波叶紫金牛	小部伞
波叶紫金牛	小矮地茶
波叶紫金牛	小狮子头
波叶紫金牛	铁罗伞
波罗蜜核中仁	木波罗果仁
泽兰	虎兰
泽兰	龙枣
泽兰	小泽兰
泽兰	虎蒲
泽兰	地瓜儿苗
泽兰	红梗草
泽兰	风药
泽兰	蛇王草
泽兰	蛇王菊
泽兰	捕斗蛇草
泽兰	地环秧
泽兰	地溜秧
泽兰	甘露秧
泽兰	草泽兰
泽兰	麻泽兰
泽兰	矮地瓜儿苗
泽泻	水泻
泽泻	芒芋
泽泻	鹄泻
泽泻	泽芝
泽泻	及泻
泽泻	禹孙
泽泻	天鹅蛋
泽泻	天秃
泽漆	漆茎
泽漆	猫儿眼睛草
泽漆	五凤灵枝
泽漆	五凤草
泽漆	绿叶绿花草
泽漆	凉伞草
泽漆	五盏灯
泽漆	五朵云
泽漆	白种乳草
泽漆	五点草
泽漆	五灯头草
泽漆	乳浆草
泽漆	肿手棵
泽漆	马虎眼
泽漆	倒毒伞
泽漆	一把伞
泽漆	乳草
泽漆	九头狮子草
泽漆	灯台草
泽藓	阴阳草
泽藓	旱青苔
泽藓	溪泽藓
泽藓	黄泽藓
宝盖草	接骨草
宝盖草	莲台夏枯草
宝盖草	灯笼草
宝盖草	珍珠莲
宝盖草	佛座
宝盖草	连钱草
宝盖草	大铜钱七
定心散	定心散莲座蕨
宜梧	锅底刺
宜梧	白叶刺
宜梧	白叶刺根
宜梧叶	胡颓子叶
空青	杨梅青
空心木	鬼吹哨
空心木	来色木
空心木	吹鼓清
空心木	泡掌筒
空心木	炮竹筒
空心木	猴桔子
空心木	梅竹叶
空心木	大追风
空心苋	空心蕹藤菜
空心苋	水蕹菜
空心苋	水花生
空心苋	过塘蛇
空心苋	螃其菊
空心苋	假蕹菜
空心苋	水马齿苋
空心苋	肥猪菜
空心苋	喜旱莲子草
空筒泡	雀不站
空筒泡	红毛巾
空筒泡	钻地风
空筒泡	树莓
建砂仁	土砂仁
刷把草	山柳叶菜
刷把草	喜马拉雅柳叶菜
刷把草	喜山柳叶菜
刷把草根	怀胎草根
降香	降真香
降香	紫藤香
降香	降真
降香	花梨母
降龙草	秤杆蛇药
降龙草	冷水草
降龙草	小梁药
降龙草	虎山叶
降龙草	四台花
降龙草	山兰
线叶蓟	野红花
线叶蓟	山红花
线叶蓟	尖叶小蓟
线叶蓟	轮蓟
线叶蓟	条叶蓟
贯众	止泺
贯众	贯节
贯众	贯渠
贯众	百头
贯众	虎卷
贯众	扁苻
贯众	贯来
贯众	贯中
贯众	渠母
贯众	贯钟
贯众	伯芹
贯众	药渠
贯众	黄钟
贯众	伯萍
贯众	乐藻
贯众	草鸱头
贯众	伯药
贯众	药藻
贯众	凤尾草
贯众	蕨薇菜根
贯众	贯仲
贯众	管仲
贯众	绵马贯众
贯筋藤	刀疮药
贯叶连翘	过路黄
贯叶连翘	小种黄
贯叶连翘	赶山鞭
贯叶连翘	千层楼
贯叶连翘	上天梯
贯叶连翘	小对月草
贯叶连翘	小对叶草
贯叶连翘	小种癀药
细辛	少辛
细辛	小辛
细辛	细草
细辛	细条
细辛	独叶草
细辛	金盆草
细辛	铃铛花
细辛	玉香丝
细香葱	冻葱
细香葱	冬葱
细香葱	慈葱
细香葱	太官葱
细香葱	绵葱
细香葱	四季葱
细香葱	香葱
细香葱	火葱
细香葱	分葱
细香葱	科葱
细香葱	葱花儿
细香葱	小葱
细叶防风	防风
细叶防风	克买克
细叶桉叶	褐桉树
细叶桉叶	小叶桉
细叶桉叶	柳叶桉
细叶桉果	桉果
细芦子藤	钮子跌打
细芦子藤	芦子
细芦子藤	球穗胡椒
细芦子藤	九节风
细芦子藤	芦子藤
细沙虫草	白花石蚕
细沙虫草	野藿香
细沙虫草	泡草
细沙虫草	香柯柯
细叶小羽藓	尖叶小羽藓
细叶小羽藓	青苔
细叶小羽藓	树毛衣
细叶小羽藓	绿青苔
细叶马料梢	高脚硬梗太阳草
细叶马料梢	马料梢
细叶马料梢	鹑鸪梢
细叶马料梢	白盲荚
细叶马料梢	细叶野花生
细叶马料梢	风血木
细果角茴香	角茴香
细果角茴香	咽喉草
细果角茴香	麦黄草
细果角茴香	黄花草
细果角茴香	雪里青
细果角茴香	秦根花
驹胞衣	马胎
驹胞衣	马胎衣
驼乳	驼奶
春茸	水鹿茸
春不见	蕨慕
春不见	一朵云
春尖油	椿树油
春砂花	砂仁花
珂	马珂
珂	马珂螺
珂	球
珂	马鹿贝
玳瑁	毒瑁
玳瑁	毒帽
玳瑁	毒瑁甲
玳瑁	明玳瑁
玳瑁	文甲
玳玳花	代代花
玳玳花	枳壳花
玳玳花	酸橙花
珍珠	真珠
珍珠	蚌珠
珍珠	真珠子
珍珠	药珠
珍珠	珠子
珍珠	濂珠
珍珠风	珍珠柳
珍珠风	鱼子
珍珠风	漆大白
珍珠风	珠子树
珍珠风	爆竹树
珍珠母	珠牡
珍珠母	珠母
珍珠母	真珠母
珍珠母	明珠母
珍珠伞	紫绿果根
珍珠伞	小罗伞
珍珠伞	天青地红
珍珠伞	紫背绿
珍珠菜	扯根菜
珍珠菜	矮桃
珍珠菜	狗尾巴草
珍珠菜	山高粱
珍珠菜	山地梅
珍珠菜	山酸汤秆
珍珠菜	黄参草
珍珠菜	大红袍
珍珠菜	山马尾
珍珠菜	通筋草
珍珠菜	白花蓼草
珍珠菜	蓼子草
珍珠菜	红根草
珍珠菜	狼尾草
珍珠菜	野荷子
珍珠菜	荷树草
珍珠菜	金鸡土下黄
珍珠菜	红头绳
珍珠菜	水荷子
珍珠菜	矮脚荷
珍珠菜	赤脚草
珍珠菜	红丝毛
珍珠菜	高脚酸味草
珍珠菜	大酸米草
珍珠菜	酸罐罐
珍珠菜	狼尾巴花
珍珠菜	阉鸡尾
珍珠梅	山高粱
珍珠梅	八木条
珍珠梅	珍珠杆
珍珠梅	花儿杆
珍珠露水草	血见愁
珍珠露水草	蚌花草
珍珠露水草	换肺草
珍珠露水草	如意草
珍珠露水草	露水草
珍珠露水草	鸡冠参
珍珠露水草	蓝耳草
珍珠露水草	老来红
珍珠露水草	竹叶草
珍珠露水草	贝母
珍珠露水草	鸡爪参
珍珠露水草	鸡出头草
珊瑚	大红珊瑚
珊瑚	红珊
珊瑚	火树
珊瑚	红珊瑚
荆芥	假苏
荆芥	鼠冀
荆芥	姜芥
茜草	茹蔗
茜草	茹卢本
茜草	茅菟
茜草	蔗茹
茜草	萸
茜草	茜根
茜草	情草
茜草	地血
茜草	牛蔓
茜草	芦茹
茜草	血见愁
茜草	过山龙
茜草	地苏木
茜草	活血丹
茜草	红龙须根
茜草	沙茜秧根
茜草	五爪龙
茜草	满江红
茜草	九龙根
茜草	红棵子根
茜草	拉拉秧子根
茜草	小活血龙
茜草	土丹参
茜草	四方红根子
茜草	红茜根
茜草	入骨丹
茜草	红内消
荚蒾	酸汤杆
荚果蕨贯众	小叶贯众
荚果蕨贯众	黄瓜香
荜茇	荜拨
荜茇	毕勃
荜茇	荜拨梨
荜茇	阿梨诃他
荜茇	椹圣
荜茇	蛤蒌
荜茇	鼠尾
荜茇根	荜拨没
荜茇根	毕勃没
荜澄茄	澄茄
荜澄茄	毗陵茄子
荜澄茄	毕茄
（蒒）实	自然谷
（蒒）实	禹余粮
（蒒）实	师草实
（蒒）实	海米
（蒒）实	砂贡子
带鱼	鞭鱼
带鱼	带柳
带鱼	裙带鱼
带鱼	海刀鱼
带鱼	鳞刀鱼
带鱼	白带鱼
草龙	水映草
草龙	田石梅
草龙	针简草
草龙	水仙桃
草龙	田浮草
草龙	香须公
草龙	细叶水丁香
草龙	化骨溶
草龙	假木瓜
草果	草果仁
草果	草果子
草果	老蔻
草菇	稻草菇
草菇	兰花菇
草菇	秆菇
草菇	麻菇
草菇	家生菇
草菇	南华菇
草菇	草菌
草菇	美味苞
草菇	脚菇
草木犀	马层子
草木犀	臭苜蓿
草乌头	堇
草乌头	芨
草乌头	乌头
草乌头	乌喙
草乌头	奚毒
草乌头	即子
草乌头	鸡毒
草乌头	毒公
草乌头	耿子
草乌头	土附子
草乌头	草乌
草乌头	竹节乌头
草乌头	金鸦
草乌头	五毒根
草乌头	耗子头
草石蚕	甘露子
草石蚕	滴露
草石蚕	地蚕
草石蚕	甘露儿
草石蚕	土蚰
草石蚕	宝塔菜
草石蚕	蜗儿菜
草石蚕	土虫草
草石蚕	土人参
草石蚕	土蕊子
草石蚕	毛菜
草石蚕	风子草
草石蚕	地牯牛草
草石蚕	地纽
草石蚕	螺丝菜
草血竭	草血结
草血竭	回头草
草血竭	土血竭
草血竭	拱腰老
草血竭	迂头鸡
草血竭	一口血
草血竭	蛇疙瘩
草血竭	拳参
草血竭	鸢头鸡
草血竭	紫花根
草血竭	地蜂子
草血竭	地黑蜂
草血竭	老腰弓
草问荆	马胡须
草苁蓉	金笋
草苁蓉	地精
草苁蓉	肉松蓉
草苁蓉	苁蓉
草豆蔻	豆蔻
草豆蔻	漏蔻
草豆蔻	草果
草豆蔻	豆蔻子
草豆蔻	草蔻
草豆蔻	大草蔻
草豆蔻	偶子
草豆蔻	草蔻仁
草豆蔻	飞雷子
草豆蔻	弯子
草牡丹	牡丹藤
草灵芝	铁刷把
草灵芝	万年青
草果药	豆蔻
草果药	小草果
草果药	草果子
草金杉	登亚严
草金杉	七头风
草金杉	糙叶地丁
草金杉	松香草
草金杉	野杉根
草柏枝	松叶接骨草
草柏枝	松叶蒿
草柏枝	蜈蚣草
草威灵	威灵仙
草威灵	小黑药
草威灵	铁脚威灵
草威灵	铜脚威灵
草威灵	黑威灵
草威灵	黑根
草威灵	草灵仙
草威灵	黑升麻
草威灵	小黑根
草威灵	威灵菊
草独活	小白升麻
草独活	牛角七
草独活	九股牛
草独活	龙眼独活
草独活	大力股牛
草独活	力股牛
草独活	珠钱草
草独活	松香疳药
草蜘蛛	花蜘蛛
草鞋青	鹅仔草
草本三角枫	变豆菜
草本三角枫	肺形草
草本三角枫	山芹菜
草本威灵仙	九盖草
草本威灵仙	狼尾巴花
草本威灵仙	九节草
草本威灵仙	山鞭草
草本威灵仙	草玉梅
草本威灵仙	九轮草
草本威灵仙	斩龙剑
草本威灵仙	秆杆升麻
草本威灵仙	草龙胆
草本威灵仙	山红花
草本威灵仙	二郎箭
茼蒿	同蒿
茼蒿	蓬蒿
茼蒿	同蒿菜
茼蒿	蓬蒿菜
茼蒿	蒿菜
茼蒿	菊花菜
茼蒿	茼蒿菜
茵芋	卑山共
茵芋	莞草
茵芋	卑共
茵芋	茵蓣
茵芋	因预
茵陈蒿	因尘
茵陈蒿	马先
茵陈蒿	茵蒿
茵陈蒿	茵陈
茵陈蒿	因陈蒿
茵陈蒿	石茵
茵陈蒿	绵茵陈
茵陈蒿	绒蒿
茵陈蒿	臭蒿
茵陈蒿	安吕草
茵陈蒿	婆婆蒿
茵陈蒿	野兰蒿
茴香虫	懷香虫
茴香茎叶	茴香菜
茴香茎叶	草檬香
茴香茎叶	香丝菜
荞麦	花麦
荞麦	乌麦
荞麦	莜麦
荞麦	花荞
荞麦	甜荞
荞麦	荞子
荞麦	三角麦
荞麦七	白药子
荞麦七	金翘仁
荞麦七	石天荞
荞麦七	红要子
荞麦七	红药子
荞麦七	金荞仁
茯苓	茯菟
茯苓	松腴
茯苓	不死面
茯苓	松薯
茯苓	松苓
茯苓	松木薯
茯神	伏神
茯苓皮	苓皮
茯神木	黄松节
茯神木	松节
茯神木	茯神心
茯神木	茯神心木
茯神木	茯苓木
荃皮	全皮
荃皮	前皮
荃皮	小柳拐
荃皮	山救驾
荃皮	黑牛眼
茶子	茶实
茶叶	苦荼
茶叶	横
茶叶	荼
茶叶	茗
茶叶	葬
茶叶	苦襟
茶叶	设
茶叶	腊茶
茶叶	茶芽
茶叶	芽茶
茶叶	细茶
茶叶	酪奴
茶油	楂油
茶油粑	枯饼
茶油粑	茶枯
茶油粑	茶麸
茶油粑	茶子饼
茶油粑	茶子麸
茶油粑	茶油麸
落葱	格葱
落葱	山葱
落葱	隔葱
落葱	鹿耳葱
落葱	角葱
落葱	天蒜
荠节	臭苏
荠节	青白苏
荠苨	苨
荠苨	菧苨
荠苨	甜桔梗
荠苨	土桔梗
荠苨	空沙参
荠苨	梅参
荠苨	长叶沙参
荠菜	荠
荠菜	靡草
荠菜	护生草
荠菜	芊菜
荠菜	鸡心菜
荠菜	净肠草
荠苨苗	隐忍
荠菜子	蒫
荠菜子	荠实
荠菜子	荠熟干实
荠菜子	荠子
荠菜子	蒫实
荠菜花	荠花
荠菜花	地米花
茭白	出隧
茭白	蘧蔬
茭白	绿节
茭白	孤菜
茭白	茭首
茭白	孤首
茭白	燕蒋节
茭白	孤手
茭白	茭苜
茭白	茭笋
茭白	孤筍
茭白	茭粑
茭白	茭瓜
茭白	茭耳菜
茺蔚子	益母子
茺蔚子	冲玉子
茺蔚子	益母草子
茺蔚子	小胡麻
茳芒	槐叶决明
茳芒	望江南
茳芒根	苦参
茳芒根	野苦参
荡皮参	乌虫参
荡皮参	乌参
荡皮参	红参
荨麻	焊麻
荨麻	菱草
荨麻	毛羲
荨麻	菱麻
荨麻	蕴草
荨麻	藏麻
荨麻	蝎子草
荨麻	螫麻
荩草	蒙竹
荩草	王刍
荩草	英草
荩草	黄草
荩草	蓐
荩草	鸱脚莎
荩草	整草
荩草	蒙蓐草
荩草	细叶秀竹
荩草	马耳草
胡荽	香菜
胡荽	香荽
胡荽	胡菜
胡荽	原荽
胡荽	园荽
胡荽	芫荽
胡荽	胡续
胡荽	莞荽
胡荽	建荽菜
胡荽	莲葛草
胡荽	满天星
胡椒	昧履支
胡椒	浮椒
胡椒	玉椒
胡子七	黑毛七
胡子七	小山桃儿七
胡子七	九百棒
胡子七	九龙丹
胡子七	鸳鸯七
胡子七	猪毛七
胡子七	红毛七
胡芦巴	葫芦巴
胡芦巴	苦豆
胡芦巴	芦芭
胡芦巴	胡巴
胡芦巴	季豆
